0,0.1572504975262,0,0.10364540745569,0.016233468699082
0.12140677735816,0.19094633806405,0,0.24706687515762,0.2034834815305
0,0.31327684919336,0,0.29808594235356,0.1263775699234
0.0063450167656476,0.18518214606782,0,0.10562876553953,0.26758664896596
0,0.32422692591408,0,0.31935410859567,0.23288868321694
0.073801964687629,0.38459939752089,0,0.34579813087236,0.11265525177823
0,0.22839659280408,0,0.29994433690758,0
0.0059811708369137,0.20640855057821,0,0.31590688479258,0.061372755231965
0,0.40982001896753,0,0.407561066905,0.15638810305445
0,0.3503423361001,0,0.34206134339899,0.023061681577798
0.01519841325662,0.14769399653893,0,0.15631365798458,0.20297324031892
0,0.23737922060891,0,0.31296435776005,0.20405188910714
0.01981052121251,0.18642354450859,0,0.27603860581562,0.22046853363722
0.074340976667622,0.27731870580917,0,0.16521165035012,0.18343613987539
0.047365820072737,0.26378056408743,0,0.17830152844805,0.063055363297274
0,0.19082949269399,0,0.18012774111791,0.081796705607406
0,0.25966665696695,0,0.27262083746228,0.095428967492666
0,0.32658885577581,0,0.10581834289509,0.1983418496797
0,0.19624308068087,0,0.087702854213046,0.13905878434815
0.12530332902623,0.21591980400022,0,0.25342763803301,0.15190251307206
